>>>DATA LIST FOR: SCORED_POSTS_AQ (A)_201349194152470.xml
ye1.org, AQAA Military Engagement, عصفور النار, الفجر الجدديد, 1
nationalkuwait.com,AQAA Non Violent Activity,Closeness Centrality,المتوكل على الله,0.0
nationalkuwait.com,AQAA Non Violent Activity,Closeness Centrality,al mo7eb,0.391304347826
nationalkuwait.com,AQAA Non Violent Activity,Closeness Centrality,ابن الهازمي,0.253731343284
nationalkuwait.com,AQAA Non Violent Activity,Closeness Centrality,Trident,0.6
nationalkuwait.com,AQAA Non Violent Activity,Closeness Centrality,نيو كلير,0.257142857143
nationalkuwait.com,AQAA Non Violent Activity,Closeness Centrality,نمر,0.272727272727
nationalkuwait.com,AQAA Non Violent Activity,Closeness Centrality,ابو هـــادي,0.333333333333
nationalkuwait.com,AQAA Non Violent Activity,Closeness Centrality,شاهر المطيري,0.326923076923
nationalkuwait.com,AQAA Non Violent Activity,Closeness Centrality,فـــ@ــــد,0.257575757576
nationalkuwait.com,AQAA Non Violent Activity,Closeness Centrality,طرفه بن العبد,0.264705882353
nationalkuwait.com,AQAA Non Violent Activity,Closeness Centrality,Diplomatic,0.0
nationalkuwait.com,AQAA Non Violent Activity,Closeness Centrality,ولد عطا,1.0
nationalkuwait.com,AQAA Non Violent Activity,Closeness Centrality,اللورد سلطان,0.264705882353
nationalkuwait.com,AQAA Non Violent Activity,Closeness Centrality,صوت الحقيقة,0.0
nationalkuwait.com,AQAA Non Violent Activity,Closeness Centrality,Catch Me If You Can,0.314814814815
nationalkuwait.com,AQAA Non Violent Activity,Closeness Centrality,Anu,0.0
nationalkuwait.com,AQAA Non Violent Activity,Closeness Centrality,خالد بن الوليد,1.0
nationalkuwait.com,AQAA Non Violent Activity,Closeness Centrality,عمر الفاروق,0.447368421053
nationalkuwait.com,AQAA Non Violent Activity,Closeness Centrality,ملك القراصنة,0.0
nationalkuwait.com,AQAA Non Violent Activity,Betweenness Centrality,غيث,0.0
nationalkuwait.com,AQAA Non Violent Activity,Betweenness Centrality,سيف العدل,141.0
nationalkuwait.com,AQAA Non Violent Activity,Betweenness Centrality,سالم أحمد80,115.0
nationalkuwait.com,AQAA Non Violent Activity,Betweenness Centrality,الناجع,46.0
nationalkuwait.com,AQAA Non Violent Activity,Betweenness Centrality,بخير الله يسلمك,0.0
nationalkuwait.com,AQAA Non Violent Activity,Betweenness Centrality,ابو حمود,0.0
nationalkuwait.com,AQAA Non Violent Activity,Betweenness Centrality,الثقيل,133.0
nationalkuwait.com,AQAA Non Violent Activity,Betweenness Centrality,محب الصحابه,0.0
nationalkuwait.com,AQAA Non Violent Activity,Betweenness Centrality,عز ونصرة,0.0
nationalkuwait.com,AQAA Non Violent Activity,Betweenness Centrality,المتوكل على الله,0.0
nationalkuwait.com,AQAA Non Violent Activity,Betweenness Centrality,al mo7eb,0.0
nationalkuwait.com,AQAA Non Violent Activity,Betweenness Centrality,ابن الهازمي,0.0
nationalkuwait.com,AQAA Non Violent Activity,Betweenness Centrality,Trident,0.0
nationalkuwait.com,AQAA Non Violent Activity,Betweenness Centrality,نيو كلير,0.0
nationalkuwait.com,AQAA Non Violent Activity,Betweenness Centrality,نمر,0.0
nationalkuwait.com,AQAA Non Violent Activity,Betweenness Centrality,ابو هـــادي,0.0
nationalkuwait.com,AQAA Non Violent Activity,Betweenness Centrality,شاهر المطيري,33.0
nationalkuwait.com,AQAA Non Violent Activity,Betweenness Centrality,فـــ@ــــد,0.0
nationalkuwait.com,AQAA Non Violent Activity,Betweenness Centrality,طرفه بن العبد,0.0
nationalkuwait.com,AQAA Non Violent Activity,Betweenness Centrality,Diplomatic,0.0
nationalkuwait.com,AQAA Non Violent Activity,Betweenness Centrality,ولد عطا,0.0
nationalkuwait.com,AQAA Non Violent Activity,Betweenness Centrality,اللورد سلطان,0.0
nationalkuwait.com,AQAA Non Violent Activity,Betweenness Centrality,صوت الحقيقة,0.0
nationalkuwait.com,AQAA Non Violent Activity,Betweenness Centrality,Catch Me If You Can,0.0
nationalkuwait.com,AQAA Non Violent Activity,Betweenness Centrality,Anu,0.0
nationalkuwait.com,AQAA Non Violent Activity,Betweenness Centrality,خالد بن الوليد,20.0
nationalkuwait.com,AQAA Non Violent Activity,Betweenness Centrality,عمر الفاروق,95.0
nationalkuwait.com,AQAA Non Violent Activity,Betweenness Centrality,ملك القراصنة,0.0
nationalkuwait.com,AQAA Non Violent Activity,Eigenvector Centrality,ابو حمود,0.0
nationalkuwait.com,AQAA Non Violent Activity,Eigenvector Centrality,اللورد سلطان,0.155028194322
nationalkuwait.com,AQAA Non Violent Activity,Eigenvector Centrality,شاهر المطيري,0.127348488631
nationalkuwait.com,AQAA Non Violent Activity,Eigenvector Centrality,عز ونصرة,0.0
nationalkuwait.com,AQAA Non Violent Activity,Eigenvector Centrality,المتوكل على الله,0.0
nationalkuwait.com,AQAA Non Violent Activity,Eigenvector Centrality,فـــ@ــــد,0.620112777289
nationalkuwait.com,AQAA Non Violent Activity,Eigenvector Centrality,Anu,0.0
nationalkuwait.com,AQAA Non Violent Activity,Eigenvector Centrality,سالم أحمد80,0.282376682954
nationalkuwait.com,AQAA Non Violent Activity,Eigenvector Centrality,محب الصحابه,0.0
nationalkuwait.com,AQAA Non Violent Activity,Eigenvector Centrality,Catch Me If You Can,0.0775785831912
nationalkuwait.com,AQAA Non Violent Activity,Eigenvector Centrality,Trident,0.0
nationalkuwait.com,AQAA Non Violent Activity,Eigenvector Centrality,Diplomatic,0.0
nationalkuwait.com,AQAA Non Violent Activity,Eigenvector Centrality,ملك القراصنة,0.0
nationalkuwait.com,AQAA Non Violent Activity,Eigenvector Centrality,غيث,0.0
nationalkuwait.com,AQAA Non Violent Activity,Eigenvector Centrality,ابن الهازمي,0.0527812190545
nationalkuwait.com,AQAA Non Violent Activity,Eigenvector Centrality,al mo7eb,0.232606777513
nationalkuwait.com,AQAA Non Violent Activity,Eigenvector Centrality,الناجع,0.0
nationalkuwait.com,AQAA Non Violent Activity,Eigenvector Centrality,طرفه بن العبد,0.155028194322
nationalkuwait.com,AQAA Non Violent Activity,Eigenvector Centrality,نيو كلير,0.0527812190545
nationalkuwait.com,AQAA Non Violent Activity,Eigenvector Centrality,نمر,0.155028194322
nationalkuwait.com,AQAA Non Violent Activity,Eigenvector Centrality,سيف العدل,0.374042700688
nationalkuwait.com,AQAA Non Violent Activity,Eigenvector Centrality,بخير الله يسلمك,0.310056388645
nationalkuwait.com,AQAA Non Violent Activity,Eigenvector Centrality,صوت الحقيقة,0.0
nationalkuwait.com,AQAA Non Violent Activity,Eigenvector Centrality,ولد عطا,0.0
nationalkuwait.com,AQAA Non Violent Activity,Eigenvector Centrality,عمر الفاروق,0.187182035008
nationalkuwait.com,AQAA Non Violent Activity,Eigenvector Centrality,خالد بن الوليد,0.0
nationalkuwait.com,AQAA Non Violent Activity,Eigenvector Centrality,الثقيل,0.307263681805
nationalkuwait.com,AQAA Non Violent Activity,Eigenvector Centrality,ابو هـــادي,0.127348488631
nationalkuwait.com,AQAA Non Violent Activity,Pagerank,غيث,0.0219612321813
nationalkuwait.com,AQAA Non Violent Activity,Pagerank,سيف العدل,0.141687842845
nationalkuwait.com,AQAA Non Violent Activity,Pagerank,الناجع,0.0237783720646
nationalkuwait.com,AQAA Non Violent Activity,Pagerank,بخير الله يسلمك,0.0142546331683
nationalkuwait.com,AQAA Non Violent Activity,Pagerank,ابو حمود,0.0543995214615
nationalkuwait.com,AQAA Non Violent Activity,Pagerank,الثقيل,0.0911619114166
nationalkuwait.com,AQAA Non Violent Activity,Pagerank,محب الصحابه,0.0297573069558
nationalkuwait.com,AQAA Non Violent Activity,Pagerank,عز ونصرة,0.043522125067
nationalkuwait.com,AQAA Non Violent Activity,Pagerank,سالم أحمد80,0.0543995214615
nationalkuwait.com,AQAA Non Violent Activity,Pagerank,al mo7eb,0.0142546331683
nationalkuwait.com,AQAA Non Violent Activity,Pagerank,ابن الهازمي,0.0297521580718
nationalkuwait.com,AQAA Non Violent Activity,Pagerank,Trident,0.0142546331683
nationalkuwait.com,AQAA Non Violent Activity,Pagerank,نيو كلير,0.0142546331683
nationalkuwait.com,AQAA Non Violent Activity,Pagerank,نمر,0.0142546331683
nationalkuwait.com,AQAA Non Violent Activity,Pagerank,ابو هـــادي,0.0142546331683
nationalkuwait.com,AQAA Non Violent Activity,Pagerank,شاهر المطيري,0.0671579306868
nationalkuwait.com,AQAA Non Violent Activity,Pagerank,فـــ@ــــد,0.0543995214615
nationalkuwait.com,AQAA Non Violent Activity,Pagerank,طرفه بن العبد,0.0142546331683
nationalkuwait.com,AQAA Non Violent Activity,Pagerank,Diplomatic,0.0219612321813
nationalkuwait.com,AQAA Non Violent Activity,Pagerank,ولد عطا,0.0142546331683
nationalkuwait.com,AQAA Non Violent Activity,Pagerank,المتوكل على الله,0.0469824959811
nationalkuwait.com,AQAA Non Violent Activity,Pagerank,اللورد سلطان,0.0142546331683
nationalkuwait.com,AQAA Non Violent Activity,Pagerank,صوت الحقيقة,0.0237783720646
nationalkuwait.com,AQAA Non Violent Activity,Pagerank,Catch Me If You Can,0.0237783720646
nationalkuwait.com,AQAA Non Violent Activity,Pagerank,Anu,0.0263710713648
nationalkuwait.com,AQAA Non Violent Activity,Pagerank,خالد بن الوليد,0.036476879478
nationalkuwait.com,AQAA Non Violent Activity,Pagerank,عمر الفاروق,0.0560219933964
nationalkuwait.com,AQAA Non Violent Activity,Pagerank,ملك القراصنة,0.0243604412815
nationalkuwait.com,AQAA Terrorist Activity,Degree,غيث,1
nationalkuwait.com,AQAA Terrorist Activity,Degree,kalame,1
nationalkuwait.com,AQAA Terrorist Activity,Degree,سيف العدل,7
nationalkuwait.com,AQAA Terrorist Activity,Degree,ولد النفود,1
nationalkuwait.com,AQAA Terrorist Activity,Degree,الناجع,2
nationalkuwait.com,AQAA Terrorist Activity,Degree,deep thinker,1
nationalkuwait.com,AQAA Terrorist Activity,Degree,ابو حمود,3
nationalkuwait.com,AQAA Terrorist Activity,Degree,الثقيل,7
nationalkuwait.com,AQAA Terrorist Activity,Degree,عبدالسلام الشمري,1
nationalkuwait.com,AQAA Terrorist Activity,Degree,عز ونصرة,1
nationalkuwait.com,AQAA Terrorist Activity,Degree,المتوكل على الله,4
nationalkuwait.com,AQAA Terrorist Activity,Degree,al mo7eb,1
nationalkuwait.com,AQAA Terrorist Activity,Degree,ابن الهازمي,1
nationalkuwait.com,AQAA Terrorist Activity,Degree,Trident,1
nationalkuwait.com,AQAA Terrorist Activity,Degree,نيو كلير,1
nationalkuwait.com,AQAA Terrorist Activity,Degree,نمر,1
nationalkuwait.com,AQAA Terrorist Activity,Degree,السليطي,1
nationalkuwait.com,AQAA Terrorist Activity,Degree,شاهر المطيري,4
nationalkuwait.com,AQAA Terrorist Activity,Degree,سالم أحمد80,4
nationalkuwait.com,AQAA Terrorist Activity,Degree,Shja3,1
nationalkuwait.com,AQAA Terrorist Activity,Degree,شرااار,1
nationalkuwait.com,AQAA Terrorist Activity,Degree,الأشتر,4
nationalkuwait.com,AQAA Terrorist Activity,Degree,Catch Me If You Can,1
nationalkuwait.com,AQAA Terrorist Activity,Degree,Anu,1
nationalkuwait.com,AQAA Terrorist Activity,Degree,حمامي عروبي,2
nationalkuwait.com,AQAA Terrorist Activity,Degree,خالد بن الوليد,3
nationalkuwait.com,AQAA Terrorist Activity,Degree,عمر الفاروق,11
nationalkuwait.com,AQAA Terrorist Activity,Degree,ملك القراصنة,3
nationalkuwait.com,AQAA Terrorist Activity,In Degree,غيث,0
nationalkuwait.com,AQAA Terrorist Activity,In Degree,kalame,1
nationalkuwait.com,AQAA Terrorist Activity,In Degree,سيف العدل,3
nationalkuwait.com,AQAA Terrorist Activity,In Degree,ولد النفود,1
nationalkuwait.com,AQAA Terrorist Activity,In Degree,الناجع,0
nationalkuwait.com,AQAA Terrorist Activity,In Degree,deep thinker,1
nationalkuwait.com,AQAA Terrorist Activity,In Degree,ابو حمود,0
nationalkuwait.com,AQAA Terrorist Activity,In Degree,الثقيل,3
nationalkuwait.com,AQAA Terrorist Activity,In Degree,عبدالسلام الشمري,1
nationalkuwait.com,AQAA Terrorist Activity,In Degree,عز ونصرة,1
nationalkuwait.com,AQAA Terrorist Activity,In Degree,المتوكل على الله,2
nationalkuwait.com,AQAA Terrorist Activity,In Degree,al mo7eb,1
nationalkuwait.com,AQAA Terrorist Activity,In Degree,ابن الهازمي,0
nationalkuwait.com,AQAA Terrorist Activity,In Degree,Trident,1
nationalkuwait.com,AQAA Terrorist Activity,In Degree,نيو كلير,1
nationalkuwait.com,AQAA Terrorist Activity,In Degree,نمر,0
nationalkuwait.com,AQAA Terrorist Activity,In Degree,السليطي,0
nationalkuwait.com,AQAA Terrorist Activity,In Degree,شاهر المطيري,3
nationalkuwait.com,AQAA Terrorist Activity,In Degree,سالم أحمد80,3
nationalkuwait.com,AQAA Terrorist Activity,In Degree,Shja3,1
nationalkuwait.com,AQAA Terrorist Activity,In Degree,شرااار,1
nationalkuwait.com,AQAA Terrorist Activity,In Degree,الأشتر,3
nationalkuwait.com,AQAA Terrorist Activity,In Degree,Catch Me If You Can,1
nationalkuwait.com,AQAA Terrorist Activity,In Degree,Anu,1
nationalkuwait.com,AQAA Terrorist Activity,In Degree,حمامي عروبي,1
nationalkuwait.com,AQAA Terrorist Activity,In Degree,خالد بن الوليد,1
nationalkuwait.com,AQAA Terrorist Activity,In Degree,عمر الفاروق,2
nationalkuwait.com,AQAA Terrorist Activity,In Degree,ملك القراصنة,2
nationalkuwait.com,AQAA Terrorist Activity,Out Degree,غيث,1
nationalkuwait.com,AQAA Terrorist Activity,Out Degree,kalame,0
nationalkuwait.com,AQAA Terrorist Activity,Out Degree,سيف العدل,4
nationalkuwait.com,AQAA Terrorist Activity,Out Degree,ولد النفود,0
nationalkuwait.com,AQAA Terrorist Activity,Out Degree,الناجع,2
nationalkuwait.com,AQAA Terrorist Activity,Out Degree,deep thinker,0
nationalkuwait.com,AQAA Terrorist Activity,Out Degree,ابو حمود,3
nationalkuwait.com,AQAA Terrorist Activity,Out Degree,الثقيل,4
nationalkuwait.com,AQAA Terrorist Activity,Out Degree,عبدالسلام الشمري,0
nationalkuwait.com,AQAA Terrorist Activity,Out Degree,عز ونصرة,0
nationalkuwait.com,AQAA Terrorist Activity,Out Degree,المتوكل على الله,2
nationalkuwait.com,AQAA Terrorist Activity,Out Degree,al mo7eb,0
nationalkuwait.com,AQAA Terrorist Activity,Out Degree,ابن الهازمي,1
nationalkuwait.com,AQAA Terrorist Activity,Out Degree,Trident,0
nationalkuwait.com,AQAA Terrorist Activity,Out Degree,نيو كلير,0
nationalkuwait.com,AQAA Terrorist Activity,Out Degree,نمر,1
nationalkuwait.com,AQAA Terrorist Activity,Out Degree,السليطي,1
nationalkuwait.com,AQAA Terrorist Activity,Out Degree,شاهر المطيري,1
nationalkuwait.com,AQAA Terrorist Activity,Out Degree,سالم أحمد80,1
nationalkuwait.com,AQAA Terrorist Activity,Out Degree,Shja3,0
nationalkuwait.com,AQAA Terrorist Activity,Out Degree,شرااار,0
nationalkuwait.com,AQAA Terrorist Activity,Out Degree,الأشتر,1
nationalkuwait.com,AQAA Terrorist Activity,Out Degree,Catch Me If You Can,0
nationalkuwait.com,AQAA Terrorist Activity,Out Degree,Anu,0
nationalkuwait.com,AQAA Terrorist Activity,Out Degree,حمامي عروبي,1
nationalkuwait.com,AQAA Terrorist Activity,Out Degree,خالد بن الوليد,2
nationalkuwait.com,AQAA Terrorist Activity,Out Degree,عمر الفاروق,9
nationalkuwait.com,AQAA Terrorist Activity,Out Degree,ملك القراصنة,1
nationalkuwait.com,AQAA Terrorist Activity,Closeness Centrality,غيث,0.246575342466
nationalkuwait.com,AQAA Terrorist Activity,Closeness Centrality,kalame,0.0
nationalkuwait.com,AQAA Terrorist Activity,Closeness Centrality,سيف العدل,0.435897435897
nationalkuwait.com,AQAA Terrorist Activity,Closeness Centrality,ولد النفود,0.0
nationalkuwait.com,AQAA Terrorist Activity,Closeness Centrality,الناجع,0.382978723404
nationalkuwait.com,AQAA Terrorist Activity,Closeness Centrality,deep thinker,0.0
nationalkuwait.com,AQAA Terrorist Activity,Closeness Centrality,ابو حمود,0.338983050847
nationalkuwait.com,AQAA Terrorist Activity,Closeness Centrality,الثقيل,0.485714285714
nationalkuwait.com,AQAA Terrorist Activity,Closeness Centrality,عبدالسلام الشمري,0.0
nationalkuwait.com,AQAA Terrorist Activity,Closeness Centrality,عز ونصرة,0.0
nationalkuwait.com,AQAA Terrorist Activity,Closeness Centrality,المتوكل على الله,0.395348837209
nationalkuwait.com,AQAA Terrorist Activity,Closeness Centrality,al mo7eb,0.0
nationalkuwait.com,AQAA Terrorist Activity,Closeness Centrality,ابن الهازمي,0.5
nationalkuwait.com,AQAA Terrorist Activity,Closeness Centrality,Trident,0.0
nationalkuwait.com,AQAA Terrorist Activity,Closeness Centrality,نيو كلير,0.0
nationalkuwait.com,AQAA Terrorist Activity,Closeness Centrality,نمر,1.0
nationalkuwait.com,AQAA Terrorist Activity,Closeness Centrality,السليطي,1.0
nationalkuwait.com,AQAA Terrorist Activity,Closeness Centrality,شاهر المطيري,0.666666666667
nationalkuwait.com,AQAA Terrorist Activity,Closeness Centrality,سالم أحمد80,0.309090909091
nationalkuwait.com,AQAA Terrorist Activity,Closeness Centrality,Shja3,0.0
nationalkuwait.com,AQAA Terrorist Activity,Closeness Centrality,شرااار,0.0
nationalkuwait.com,AQAA Terrorist Activity,Closeness Centrality,الأشتر,1.0
nationalkuwait.com,AQAA Terrorist Activity,Closeness Centrality,Catch Me If You Can,0.0
nationalkuwait.com,AQAA Terrorist Activity,Closeness Centrality,Anu,0.0
nationalkuwait.com,AQAA Terrorist Activity,Closeness Centrality,حمامي عروبي,0.666666666667
nationalkuwait.com,AQAA Terrorist Activity,Closeness Centrality,خالد بن الوليد,1.0
nationalkuwait.com,AQAA Terrorist Activity,Closeness Centrality,عمر الفاروق,0.586206896552
nationalkuwait.com,AQAA Terrorist Activity,Closeness Centrality,ملك القراصنة,1.0
nationalkuwait.com,AQAA Terrorist Activity,Betweenness Centrality,غيث,0.0
nationalkuwait.com,AQAA Terrorist Activity,Betweenness Centrality,kalame,0.0
nationalkuwait.com,AQAA Terrorist Activity,Betweenness Centrality,سيف العدل,59.5
nationalkuwait.com,AQAA Terrorist Activity,Betweenness Centrality,ولد النفود,0.0
nationalkuwait.com,AQAA Terrorist Activity,Betweenness Centrality,الناجع,0.0
nationalkuwait.com,AQAA Terrorist Activity,Betweenness Centrality,deep thinker,0.0
nationalkuwait.com,AQAA Terrorist Activity,Betweenness Centrality,ابو حمود,0.0
nationalkuwait.com,AQAA Terrorist Activity,Betweenness Centrality,الثقيل,71.0
nationalkuwait.com,AQAA Terrorist Activity,Betweenness Centrality,عبدالسلام الشمري,0.0
nationalkuwait.com,AQAA Terrorist Activity,Betweenness Centrality,عز ونصرة,0.0
nationalkuwait.com,AQAA Terrorist Activity,Betweenness Centrality,المتوكل على الله,2.5
nationalkuwait.com,AQAA Terrorist Activity,Betweenness Centrality,al mo7eb,0.0
nationalkuwait.com,AQAA Terrorist Activity,Betweenness Centrality,ابن الهازمي,0.0
nationalkuwait.com,AQAA Terrorist Activity,Betweenness Centrality,Trident,0.0
nationalkuwait.com,AQAA Terrorist Activity,Betweenness Centrality,نيو كلير,0.0
nationalkuwait.com,AQAA Terrorist Activity,Betweenness Centrality,نمر,0.0
nationalkuwait.com,AQAA Terrorist Activity,Betweenness Centrality,السليطي,0.0
nationalkuwait.com,AQAA Terrorist Activity,Betweenness Centrality,شاهر المطيري,18.0
nationalkuwait.com,AQAA Terrorist Activity,Betweenness Centrality,سالم أحمد80,19.0
nationalkuwait.com,AQAA Terrorist Activity,Betweenness Centrality,Shja3,0.0
nationalkuwait.com,AQAA Terrorist Activity,Betweenness Centrality,شرااار,0.0
nationalkuwait.com,AQAA Terrorist Activity,Betweenness Centrality,الأشتر,8.0
nationalkuwait.com,AQAA Terrorist Activity,Betweenness Centrality,Catch Me If You Can,0.0
nationalkuwait.com,AQAA Terrorist Activity,Betweenness Centrality,Anu,0.0
nationalkuwait.com,AQAA Terrorist Activity,Betweenness Centrality,حمامي عروبي,0.0
nationalkuwait.com,AQAA Terrorist Activity,Betweenness Centrality,خالد بن الوليد,10.0
nationalkuwait.com,AQAA Terrorist Activity,Betweenness Centrality,عمر الفاروق,55.0
nationalkuwait.com,AQAA Terrorist Activity,Betweenness Centrality,ملك القراصنة,1.0
nationalkuwait.com,AQAA Terrorist Activity,Eigenvector Centrality,غيث,(0.035588541487-0j)
nationalkuwait.com,AQAA Terrorist Activity,Eigenvector Centrality,kalame,(-0-0j)
nationalkuwait.com,AQAA Terrorist Activity,Eigenvector Centrality,سيف العدل,(0.213531248922-0j)
nationalkuwait.com,AQAA Terrorist Activity,Eigenvector Centrality,ولد النفود,(-0-0j)
nationalkuwait.com,AQAA Terrorist Activity,Eigenvector Centrality,الناجع,(0.177942707435-0j)
nationalkuwait.com,AQAA Terrorist Activity,Eigenvector Centrality,deep thinker,(-0-0j)
nationalkuwait.com,AQAA Terrorist Activity,Eigenvector Centrality,ابو حمود,(0.087173767333-0j)
nationalkuwait.com,AQAA Terrorist Activity,Eigenvector Centrality,الثقيل,(0.435868836665-0j)
nationalkuwait.com,AQAA Terrorist Activity,Eigenvector Centrality,عبدالسلام الشمري,(-0-0j)
nationalkuwait.com,AQAA Terrorist Activity,Eigenvector Centrality,عز ونصرة,(-0-0j)
nationalkuwait.com,AQAA Terrorist Activity,Eigenvector Centrality,المتوكل على الله,(0.172586266902-0j)
nationalkuwait.com,AQAA Terrorist Activity,Eigenvector Centrality,al mo7eb,(-0-0j)
nationalkuwait.com,AQAA Terrorist Activity,Eigenvector Centrality,ابن الهازمي,(0.22841306283-0j)
nationalkuwait.com,AQAA Terrorist Activity,Eigenvector Centrality,Trident,(-0-0j)
nationalkuwait.com,AQAA Terrorist Activity,Eigenvector Centrality,نيو كلير,(-0-0j)
nationalkuwait.com,AQAA Terrorist Activity,Eigenvector Centrality,نمر,(-0-0j)
nationalkuwait.com,AQAA Terrorist Activity,Eigenvector Centrality,السليطي,(-0-0j)
nationalkuwait.com,AQAA Terrorist Activity,Eigenvector Centrality,شاهر المطيري,(0.55949545452-0j)
nationalkuwait.com,AQAA Terrorist Activity,Eigenvector Centrality,سالم أحمد80,(0.087173767333-0j)
nationalkuwait.com,AQAA Terrorist Activity,Eigenvector Centrality,Shja3,(-0-0j)
nationalkuwait.com,AQAA Terrorist Activity,Eigenvector Centrality,شرااار,(-0-0j)
nationalkuwait.com,AQAA Terrorist Activity,Eigenvector Centrality,الأشتر,(-6.22862828953e-17-0j)
nationalkuwait.com,AQAA Terrorist Activity,Eigenvector Centrality,Catch Me If You Can,(-0-0j)
nationalkuwait.com,AQAA Terrorist Activity,Eigenvector Centrality,Anu,(-0-0j)
nationalkuwait.com,AQAA Terrorist Activity,Eigenvector Centrality,حمامي عروبي,(-9.85519695835e-17-0j)
nationalkuwait.com,AQAA Terrorist Activity,Eigenvector Centrality,خالد بن الوليد,(0.45682612566-0j)
nationalkuwait.com,AQAA Terrorist Activity,Eigenvector Centrality,عمر الفاروق,(0.335574523188-0j)
nationalkuwait.com,AQAA Terrorist Activity,Eigenvector Centrality,ملك القراصنة,(4.16950640546e-17-0j)
nationalkuwait.com,AQAA Terrorist Activity,Pagerank,غيث,0.0119327432932
nationalkuwait.com,AQAA Terrorist Activity,Pagerank,kalame,0.0153136872263
nationalkuwait.com,AQAA Terrorist Activity,Pagerank,سيف العدل,0.0540833011696
nationalkuwait.com,AQAA Terrorist Activity,Pagerank,ولد النفود,0.0145323645626
nationalkuwait.com,AQAA Terrorist Activity,Pagerank,الناجع,0.0119327432932
nationalkuwait.com,AQAA Terrorist Activity,Pagerank,deep thinker,0.0153136872263
nationalkuwait.com,AQAA Terrorist Activity,Pagerank,ابو حمود,0.0119327432932
nationalkuwait.com,AQAA Terrorist Activity,Pagerank,الثقيل,0.0310964819608
nationalkuwait.com,AQAA Terrorist Activity,Pagerank,عبدالسلام الشمري,0.0145323645626
nationalkuwait.com,AQAA Terrorist Activity,Pagerank,عز ونصرة,0.0220755750924
nationalkuwait.com,AQAA Terrorist Activity,Pagerank,المتوكل على الله,0.0211403669793
nationalkuwait.com,AQAA Terrorist Activity,Pagerank,Anu,0.0220755750924
nationalkuwait.com,AQAA Terrorist Activity,Pagerank,ابن الهازمي,0.0119327432932
nationalkuwait.com,AQAA Terrorist Activity,Pagerank,Trident,0.0360945566397
nationalkuwait.com,AQAA Terrorist Activity,Pagerank,نيو كلير,0.0145323645626
nationalkuwait.com,AQAA Terrorist Activity,Pagerank,نمر,0.0119327432932
nationalkuwait.com,AQAA Terrorist Activity,Pagerank,السليطي,0.0119327432932
nationalkuwait.com,AQAA Terrorist Activity,Pagerank,شاهر المطيري,0.0528453908557
nationalkuwait.com,AQAA Terrorist Activity,Pagerank,سالم أحمد80,0.0425529325573
nationalkuwait.com,AQAA Terrorist Activity,Pagerank,Shja3,0.0185407457099
nationalkuwait.com,AQAA Terrorist Activity,Pagerank,شرااار,0.0145323645626
nationalkuwait.com,AQAA Terrorist Activity,Pagerank,الأشتر,0.208254441827
nationalkuwait.com,AQAA Terrorist Activity,Pagerank,Catch Me If You Can,0.0145323645626
nationalkuwait.com,AQAA Terrorist Activity,Pagerank,al mo7eb,0.0145323645626
nationalkuwait.com,AQAA Terrorist Activity,Pagerank,حمامي عروبي,0.0234254447918
nationalkuwait.com,AQAA Terrorist Activity,Pagerank,خالد بن الوليد,0.0568513255209
nationalkuwait.com,AQAA Terrorist Activity,Pagerank,عمر الفاروق,0.0275254016762
nationalkuwait.com,AQAA Terrorist Activity,Pagerank,ملك القراصنة,0.19402043854
173.199.128.68,AQ Ideology,Degree,المتوكل على الله,2
173.199.128.68,AQ Ideology,Degree,ابن الهازمي,1
173.199.128.68,AQ Ideology,Degree,Catch Me If You Can,3
173.199.128.68,AQ Ideology,Degree,هزاع,2
173.199.128.68,AQ Ideology,Degree,نيو كلير,1
173.199.128.68,AQ Ideology,Degree,الاعلام الجهادي,1
173.199.128.68,AQ Ideology,Degree,عمر الفاروق,9
173.199.128.68,AQ Ideology,Degree,الثقيل,1
173.199.128.68,AQ Ideology,In Degree,المتوكل على الله,1
173.199.128.68,AQ Ideology,In Degree,ابن الهازمي,1
173.199.128.68,AQ Ideology,In Degree,Catch Me If You Can,1
173.199.128.68,AQ Ideology,In Degree,هزاع,1
173.199.128.68,AQ Ideology,In Degree,نيو كلير,1
173.199.128.68,AQ Ideology,In Degree,الاعلام الجهادي,1
173.199.128.68,AQ Ideology,In Degree,عمر الفاروق,3
173.199.128.68,AQ Ideology,In Degree,الثقيل,1
173.199.128.68,AQ Ideology,Out Degree,المتوكل على الله,1
173.199.128.68,AQ Ideology,Out Degree,ابن الهازمي,0
173.199.128.68,AQ Ideology,Out Degree,Catch Me If You Can,2
173.199.128.68,AQ Ideology,Out Degree,هزاع,1
173.199.128.68,AQ Ideology,Out Degree,نيو كلير,0
173.199.128.68,AQ Ideology,Out Degree,الاعلام الجهادي,0
173.199.128.68,AQ Ideology,Out Degree,عمر الفاروق,6
173.199.128.68,AQ Ideology,Out Degree,الثقيل,0
173.199.128.68,AQ Ideology,Closeness Centrality,المتوكل على الله,0.5
173.199.128.68,AQ Ideology,Closeness Centrality,ابن الهازمي,0.0
173.199.128.68,AQ Ideology,Closeness Centrality,Catch Me If You Can,0.583333333333
173.199.128.68,AQ Ideology,Closeness Centrality,هزاع,0.5
173.199.128.68,AQ Ideology,Closeness Centrality,نيو كلير,0.0
